origen,destino,distancia,tiempo,
CV52,c420,115559,96341,
CV52,c421,124411,103851,
CV52,c422,114645,95615,
CV52,c423,123835,103318,
CV52,c424,113421,94587,
CV52,c425,113813,94922,
CV52,c426,124674,104063,
CV52,c427,124306,103550,
CV52,c428,113283,94495,
CV52,c429,112496,93817,
CV52,c430,123526,102898,
CV52,c431,112859,94146,
CV52,c432,125049,104154,
CV52,c433,125341,104345,
CV52,c434,112528,93899,
CV52,c435,113157,94464,
CV52,c436,125230,104267,
CV52,c437,124126,103348,
CV52,c438,123007,102642,
CV52,c439,123007,102642,
CV52,c440,114404,95658,
CV52,c441,123546,103085,
CV52,c442,123388,102955,
CV52,c443,122153,101735,
CV52,c444,122148,101749,
CV52,c445,121781,101447,
CV52,c446,112311,93629,
CV52,c447,118302,98730,
CV52,c448,102323,85382,
CV52,c449,115829,96233,
CV52,c450,171277,141172,
CV52,c451,172053,141814,
CV52,c452,172518,142206,
CV52,c453,170455,140503,
CV52,c454,171690,142606,
CV52,c455,170455,140503,
CV52,c456,212050,174427,
CV52,c457,210754,173198,
CV52,c458,212136,174382,
CV52,c459,211641,173971,
CV52,c460,211476,173807,
CV52,c461,211709,173979,
CV52,c462,230594,189466,
CV52,c463,231041,189831,
CV52,c464,230966,189768,
CV52,c465,232030,190782,
CV52,c466,232541,191167,
CV52,c467,133559,107829,
CV52,c468,132983,107336,
CV52,c469,132402,106857,
CV52,c470,132799,107207,
CV52,c471,131925,106496,
CV52,c472,132691,107086,
CV52,c473,133219,107537,
CV52,c474,133053,107404,
CV52,c475,133653,107900,
CV52,c476,133684,107928,
CV52,c477,134757,108748,
CV52,c478,134205,108327,
CV52,c479,134765,108808,
CV52,c480,131503,106214,
CV52,c481,134465,108644,
CV52,c482,3995354,3241641,
CV52,c483,132023,106578,
CV52,c484,2153482,1756139,
CV52,c485,122232,98834,
CV52,c486,122156,98777,
CV52,c487,121892,98452,
CV52,c488,121982,98527,
CV52,c489,121315,97981,
CV52,c490,122429,98861,
CV52,c491,121531,98233,
CV52,c492,121017,97718,
CV52,c493,120562,97438,
CV52,c494,120862,97645,
CV52,c495,121562,98281,
CV52,c496,121909,98640,
CV52,c497,121875,98544,
CV52,c498,122048,98685,
CV52,c499,121979,98647,
CV52,c500,121733,98425,
CV52,c501,121531,98233,
CV52,c502,120862,97645,
CV52,c503,115355,96194,
CV52,c504,136562,117206,
CV52,c505,136962,117460,
CV52,c506,136587,117150,
CV52,c507,136209,116758,
CV52,c508,136409,116948,
CV52,c509,135782,116452,
CV52,c510,135782,116452,
CV52,c511,101960,83968,
CV52,c512,102239,84147,
CV52,c513,103207,84885,
CV52,c514,102499,84347,
CV52,c515,102952,84725,
CV52,c516,103309,84969,
CV52,c517,103248,84930,
CV52,c518,102759,84597,
CV52,c519,102952,84725,
CV52,c520,126117,103021,
CV52,c521,124846,101973,
CV52,c522,123982,101284,
CV52,c523,123694,101032,
CV52,c524,123654,101016,
CV52,c525,123058,100503,
CV52,c526,124022,101354,
CV52,c527,74086,62577,
CV52,c528,122522,100046,
CV52,c529,122129,99696,
CV52,c530,122470,99997,
CV52,c531,121626,99436,
CV52,c532,121383,99186,
CV52,c533,119534,97627,
CV52,c534,71564,60542,
CV52,c535,323608,267425,
CV52,c536,129499,107917,
CV52,c537,57842,49477,
CV52,c538,122807,102501,
CV52,c539,121997,101840,
CV52,c540,122249,102002,
CV52,c541,121785,101604,
CV52,c542,120824,100880,
CV52,c543,121692,101548,
CV52,c544,122875,102555,
CV52,c545,122265,101995,
CV52,c546,122641,102301,
CV52,c547,122705,102306,
CV52,c548,123666,103235,
CV52,c549,122210,101960,
CV52,c550,121403,101323,
CV52,c551,114404,95658,
CV52,c552,113806,95057,
CV52,c553,114964,95856,
CV52,c554,120842,100898,
CV52,c555,120476,100599,
CV52,c556,123283,102732,
CV52,c557,118736,98877,
CV52,c558,123764,103133,
CV52,c559,123874,103238,
CV52,c560,129790,108216,
CV52,c561,191103,159273,
CV52,c562,190585,158828,
CV52,c563,191024,159209,
CV52,c564,191206,159336,
CV52,c565,191801,160056,
CV52,c566,190504,158769,
CV52,c567,191236,159389,
CV52,c568,190413,158699,
CV52,c569,123020,102526,
CV52,c570,121438,101125,
CV52,c571,116291,97025,
CV52,c572,118169,98625,
CV52,c573,120494,100343,
CV52,c574,121357,101287,
CV52,c575,122850,102389,
CV52,c576,121093,100906,
CV52,c577,131804,110368,
CV52,c578,120166,100094,
CV52,c579,119899,99890,
CV52,c580,120856,100691,
CV52,c581,126059,105116,
CV52,c582,118805,99062,
CV52,c583,119392,99499,
CV52,c584,117755,98127,
CV52,c585,117292,97717,
CV52,c586,116725,97265,
CV52,c587,116728,97319,
CV52,c588,116940,97438,
CV52,c589,115355,96194,
CV52,c590,118805,99062,
CV52,c591,119371,99460,
CV52,c592,119462,99516,
CV52,c593,112337,93724,
CV52,c594,119367,99462,
CV52,c595,122705,102306,
CV52,c596,117845,98187,
CV52,c597,116940,97438,
CV52,c598,120937,100876,
CV52,c599,119576,99710,
CV52,c600,118736,98877,
CV52,c601,117166,97763,
CV52,c602,118455,98694,
CV52,c603,116406,97143,
CV52,c604,116406,97143,
CV52,c605,116940,97438,
CV52,c606,118736,98877,
CV52,c607,114982,95901,
CV52,c608,121783,101434,
CV52,c609,115841,96695,
CV52,c610,115881,96743,
CV52,c611,115881,96743,
CV52,c612,115000,95961,
CV52,c613,115881,96743,
CV52,c614,113491,94717,
CV52,c615,104314,87064,
CV52,c616,121781,101447,
CV52,c617,123174,102620,
CV52,c618,130662,108766,
CV52,c619,129972,108257,
CV52,c620,131219,109318,
CV52,c621,130402,108617,
CV52,c622,130636,108872,
CV52,c623,130261,108544,
CV52,c624,129812,108193,
CV52,c625,129333,107781,
CV52,c626,128435,106986,
CV52,c627,129140,107577,
CV52,c628,129158,107587,
CV52,c629,128164,106744,
CV52,c630,128445,107020,
CV52,c631,127032,105789,
CV52,c632,128083,106758,
CV52,c633,126461,105321,
CV52,c634,126754,105606,
CV52,c635,127599,106314,
CV52,c636,128222,106882,
CV52,c637,127645,106368,
CV52,c638,127844,106570,
CV52,c639,128935,107497,
CV52,c640,129688,108058,
CV52,c641,129588,107954,
CV52,c642,129975,108237,
CV52,c643,130500,108751,
CV52,c644,131593,109603,
CV52,c645,131454,109535,
CV52,c646,130109,108555,
CV52,c647,130819,109062,
CV52,c648,130280,108586,
CV52,c649,130405,108707,
CV52,c650,128407,107020,
CV52,c651,252644,206605,
CV52,c652,254306,207931,
CV52,c653,255667,209092,
CV52,c654,246499,207667,
CV52,c655,246965,208055,
CV52,c656,247688,208647,
CV52,c657,253700,207446,
CV52,c658,247292,208313,
CV52,c659,247143,208191,
CV52,c660,248414,203322,
CV52,c661,246237,207429,
CV52,c662,254502,208117,
CV52,c663,182329,150736,
CV52,c664,182106,150528,
CV52,c665,171419,141282,
CV52,c666,160580,133610,
CV52,c667,178532,148306,
CV52,c668,179619,149128,
CV52,c669,179563,149061,
CV52,c670,179864,149327,
CV52,c671,179641,149051,
CV52,c672,180615,149859,
CV52,c673,180847,150177,
CV52,c674,180590,149809,
CV52,c675,179641,149051,
CV52,c676,179641,149051,
CV52,c677,171587,141463,
CV52,c678,170455,140503,
CV52,c679,170455,140503,
CV52,c680,171507,141362,
CV52,c681,172482,142169,
CV52,c682,172413,142110,
CV52,c683,170593,140615,
CV52,c684,173308,142823,
CV52,c685,171905,141695,
CV52,c686,170817,140782,
CV52,c687,171125,141034,
CV52,c688,170455,140503,
CV52,c689,171396,141252,
CV52,c690,153591,126953,
CV52,c691,171357,141243,
CV52,c692,170455,140503,
CV52,c693,153205,126648,
CV52,c694,171973,141758,
CV52,c695,171685,141510,
CV52,c696,171753,141562,
CV52,c697,168806,140243,
CV52,c698,171710,141538,
CV52,c699,170306,140372,
CV52,c700,170455,140503,
CV52,c701,298821,246948,
CV52,c702,298171,246364,
CV52,c703,298426,246612,
CV52,c704,298079,246395,
CV52,c705,298127,246473,
CV52,c706,297477,245936,
CV52,c707,297900,246287,
CV52,c708,297441,245793,
CV52,c709,299460,247482,
CV52,c710,298110,246337,
CV52,c711,298814,246918,
CV52,c712,128500,107263,
CV52,c713,298785,246974,
CV52,c714,299465,247564,
CV52,c715,128456,107220,
CV52,c716,298686,246820,
CV52,c717,298855,247009,
CV52,c718,299199,247296,
CV52,c719,128636,107089,
CV52,c720,299284,247371,
CV52,c721,128533,107011,
CV52,c722,307719,254377,
CV52,c723,307177,254173,
CV52,c724,307723,254774,
CV52,c725,305956,252970,
CV52,c726,303912,251055,
CV52,c727,304170,251267,
CV52,c728,308343,254683,
CV52,c729,310138,256182,
CV52,c730,312831,258523,
CV52,c731,309580,255691,
CV52,c732,309947,256000,
CV52,c733,311368,257223,
CV52,c734,246365,201452,
CV52,c735,246683,201734,
CV52,c736,247022,202007,
CV52,c737,246973,202010,
CV52,c738,246499,207667,
CV52,c739,244762,206175,
CV52,c740,244762,206175,
CV52,c741,243656,205241,
CV52,c742,242982,204793,
CV52,c743,243880,205436,
CV52,c744,243547,205156,
CV52,c745,244170,205683,
CV52,c746,244060,205590,
CV52,c747,243677,205451,
CV52,c748,244228,205968,
CV52,c749,244670,206374,
CV52,c750,245176,206807,
CV52,c751,243966,205756,
CV52,c752,244247,206038,
CV52,c753,243316,205119,
CV52,c754,243188,205215,
CV52,c755,242531,204520,
CV52,c756,243503,205309,
CV52,c757,243040,204787,
CV52,c758,246739,207892,
CV52,c759,254165,207869,
CV52,c760,253094,207124,
CV52,c761,252702,206831,
CV52,c762,252990,207078,
CV52,c763,253431,207462,
CV52,c764,253612,207622,
CV52,c765,254039,207988,
CV52,c766,255653,209487,
CV52,c767,255710,209552,
CV52,c768,255505,209284,
CV52,c769,246206,207411,
CV52,c770,246206,207411,
CV52,c771,250600,206143,
CV52,c772,250709,206171,
CV52,c773,250163,205780,
CV52,c774,251477,206931,
CV52,c775,251070,206588,
CV52,c776,212601,174754,
CV52,c777,250709,206171,
CV52,c778,181089,149633,
CV52,c779,180899,149548,
CV52,c780,180604,149287,
CV52,c781,80776,67140,
CV52,c782,74267,62998,
CV52,c783,73436,62248,
CV52,c784,72789,61550,
CV52,c785,73120,61786,
CV52,c786,72438,61244,
CV52,c787,74130,62606,
CV52,c788,nan,nan,
CV52,c789,146634,118832,
CV52,c790,146494,118666,
CV52,c791,131468,109575,
CV52,c792,74223,62684,
CV52,c793,130510,108790,
CV52,c794,129275,107575,
CV52,c795,130680,108944,
CV52,c796,132213,106725,
CV52,c797,146391,118573,
CV52,c798,74375,62808,
CV52,c799,132955,110862,
CV52,c800,146552,118718,
CV52,c801,146334,118521,
CV52,c802,146688,118815,
CV52,c803,323468,266174,
CV52,c804,74681,63054,
CV52,c805,75237,63504,
CV52,c806,75057,63367,
CV52,c807,131056,109272,
CV52,c808,75106,63413,
CV52,c809,323514,266229,
CV52,c810,131588,109699,
CV52,c811,323506,266213,
CV52,c812,75546,63788,
CV52,c813,323228,265952,
CV52,c814,132359,110323,
CV52,c815,323367,266113,
CV52,c816,322449,265368,
CV52,c817,323228,265952,
CV52,c818,132532,110485,
CV52,c819,131865,109418,
CV52,c820,128588,107127,
CV52,c821,102344,84256,
CV52,c822,132168,110097,
CV52,c823,103075,84790,
CV52,c824,136129,113131,
CV52,c825,127270,106266,
CV52,c826,130816,109008,
CV52,c827,132585,110556,
CV52,c828,121865,99483,
CV52,c829,105899,86909,
CV52,c830,101960,83968,
CV52,c831,120464,100320,
CV52,c832,129302,105421,
CV52,c833,128715,107606,
CV52,c834,126680,105786,
CV52,c835,191103,159273,
CV52,c836,131223,107048,
CV52,c837,115623,96418,
CV52,c838,130508,108571,
CV52,c839,nan,nan,
CV52,c840,85281,69081,
CV52,c841,117410,98700,
CV52,c842,140794,116764,
CV52,c843,129504,107477,
CV52,c844,129504,107477,
CV52,c845,130931,108684,
CV52,c846,131621,109677,
CV52,c847,137477,113837,
CV52,c848,137636,114022,
CV52,c849,137610,113999,
CV52,c850,138317,114616,
CV52,c851,138168,114498,
CV52,c852,137636,114022,
CV52,c853,138896,115016,
CV52,c854,150555,124562,
CV52,c855,150979,124947,
CV52,c856,151288,125178,
CV52,c857,150979,124947,
CV52,c858,153477,127114,
CV52,c859,150979,124947,
CV52,c860,150979,124947,
CV52,c861,150979,124947,
CV52,c862,150970,124937,
CV52,c863,150979,124947,
CV52,c864,150979,124947,
CV52,c865,151478,125344,
CV52,c866,150979,124947,
CV52,c867,150979,124947,
CV52,c868,151272,125211,
CV52,c869,150979,124947,
CV52,c870,150979,124947,
CV52,c871,125281,104645,
CV52,c872,125353,104700,
CV52,c873,125058,104459,
CV52,c874,124237,103675,
CV52,c875,124403,103843,
CV52,c876,124003,103450,
CV52,c877,124379,103801,
CV52,c878,123916,103398,
CV52,c879,246832,207942,
CV52,c880,247139,208206,
CV52,c881,247202,208275,
CV52,c882,243503,205309,
CV52,c883,181331,149886,
CV52,c884,129429,107925,
CV52,c885,133279,111101,
CV52,c886,133754,111513,
CV52,c887,133811,111551,
CV52,c888,133981,111695,
CV52,c889,133194,111043,
CV52,c890,131969,110019,
CV52,c891,97147,78410,
CV52,c892,97398,78690,
CV52,c893,132603,110574,
CV53,c1,180619,150814,
CV53,c2,180828,151013,
CV53,c3,179719,150032,
CV53,c4,180148,150417,
CV53,c5,181070,151199,
CV53,c6,178434,148954,
CV53,c7,179871,150221,
CV53,c8,181220,151367,
CV53,c9,180430,150662,
CV53,c10,180686,150907,
CV53,c11,182018,152019,
CV53,c12,178434,148954,
CV53,c13,181178,151335,
CV53,c14,183030,152960,
CV53,c15,182739,152647,
CV53,c16,182601,152603,
CV53,c17,183041,152890,
CV53,c18,181107,151359,
CV53,c19,182210,152197,
CV53,c20,181248,151382,
CV53,c21,178581,149104,
CV53,c22,180661,150859,
CV53,c23,179761,150211,
CV53,c24,180281,150648,
CV53,c25,181930,151959,
CV53,c26,179335,149822,
CV53,c27,181025,151296,
CV53,c28,178851,149425,
CV53,c29,178393,148988,
CV53,c30,177091,147869,
CV53,c31,177745,148425,
CV53,c32,177091,147869,
CV53,c33,177964,148599,
CV53,c34,178269,148904,
CV53,c35,179033,149631,
CV53,c36,178982,149531,
CV53,c37,180473,150835,
CV53,c38,184724,154338,
CV53,c39,184109,153893,
CV53,c40,183247,153183,
CV53,c41,182968,152809,
CV53,c42,183093,153031,
CV53,c43,184410,154039,
CV53,c44,183784,153504,
CV53,c45,183451,153214,
CV53,c46,181805,151952,
CV53,c47,185871,155248,
CV53,c48,185916,155263,
CV53,c49,185871,155248,
CV53,c50,184578,154232,
CV53,c51,181458,151674,
CV53,c52,183698,153533,
CV53,c53,182779,152691,
CV53,c54,182873,152780,
CV53,c55,184794,154391,
CV53,c56,184051,153767,
CV53,c57,182919,152789,
CV53,c58,183905,153624,
CV53,c59,182968,152809,
CV53,c60,182919,152789,
CV53,c61,181805,151952,
CV53,c62,181025,151296,
CV53,c63,182058,152172,
CV53,c64,180504,150872,
CV53,c65,182709,152590,
CV53,c66,182847,152770,
CV53,c67,180291,150687,
CV53,c68,179896,150367,
CV53,c69,179286,149819,
CV53,c70,179430,149967,
CV53,c71,183863,153598,
CV53,c72,179410,149944,
CV53,c73,181279,151477,
CV53,c74,184490,154165,
CV53,c75,182847,152770,
CV53,c76,184855,154456,
CV53,c77,184649,154286,
CV53,c78,185325,154843,
CV53,c79,183841,153561,
CV53,c80,180233,150642,
CV53,c81,178649,149288,
CV53,c82,186217,155721,
CV53,c83,187277,156780,
CV53,c84,186162,155715,
CV53,c85,186206,155770,
CV53,c86,185562,155194,
CV53,c87,187277,156780,
CV53,c88,185556,155196,
CV53,c89,187277,156780,
CV53,c90,184594,154314,
CV53,c91,184976,154562,
CV53,c92,180052,150435,
CV53,c93,183884,153731,
CV53,c94,183527,153310,
CV53,c95,183531,153345,
CV53,c96,183291,153125,
CV53,c97,185014,154867,
CV53,c98,183939,153822,
CV53,c99,184870,155006,
CV53,c100,184360,154251,
CV53,c101,184252,154211,
CV53,c102,177543,148361,
CV53,c103,183559,153552,
CV53,c104,183729,153696,
CV53,c105,183831,153822,
CV53,c106,177913,148649,
CV53,c107,183237,153234,
CV53,c108,183923,153934,
CV53,c109,177017,147960,
CV53,c110,175183,146532,
CV53,c111,175393,146637,
CV53,c112,183037,152462,
CV53,c113,174851,146192,
CV53,c114,183130,152979,
CV53,c115,182996,153070,
CV53,c116,174469,145878,
CV53,c117,183157,153070,
CV53,c118,182057,152218,
CV53,c119,182389,152455,
CV53,c120,174780,146113,
CV53,c121,175035,146384,
CV53,c122,174443,145896,
CV53,c123,174540,145971,
CV53,c124,174469,145878,
CV53,c125,174787,146135,
CV53,c126,174469,145878,
CV53,c127,174273,145745,
CV53,c128,182400,152126,
CV53,c129,183294,152837,
CV53,c130,182347,152449,
CV53,c131,181528,151712,
CV53,c132,181359,151538,
CV53,c133,166753,139523,
CV53,c134,180621,150950,
CV53,c135,180881,151179,
CV53,c136,180941,151211,
CV53,c137,180893,151178,
CV53,c138,181428,151604,
CV53,c139,174293,145780,
CV53,c140,180604,150964,
CV53,c141,181333,151523,
CV53,c142,183443,153277,
CV53,c143,182199,152332,
CV53,c144,182483,152584,
CV53,c145,182574,152676,
CV53,c146,181755,152025,
CV53,c147,183948,153125,
CV53,c148,180638,151003,
CV53,c149,180909,151180,
CV53,c150,173756,145266,
CV53,c151,179317,149845,
CV53,c152,173777,145271,
CV53,c153,173642,145231,
CV53,c154,179779,150262,
CV53,c155,173486,145090,
CV53,c156,173273,144911,
CV53,c157,173383,144988,
CV53,c158,173240,144871,
CV53,c159,179712,150195,
CV53,c160,173323,144960,
CV53,c161,180657,151026,
CV53,c162,180209,150646,
CV53,c163,169833,141951,
CV53,c164,172809,144531,
CV53,c165,180657,151026,
CV53,c166,179690,150273,
CV53,c167,173485,145083,
CV53,c168,179524,150192,
CV53,c169,170223,142280,
CV53,c170,180316,150838,
CV53,c171,180221,150740,
CV53,c172,180277,150789,
CV53,c173,172705,144290,
CV53,c174,180704,151149,
CV53,c175,180606,151058,
CV53,c176,180314,150734,
CV53,c177,180657,151026,
CV53,c178,181160,151517,
CV53,c179,173008,144596,
CV53,c180,183047,153105,
CV53,c181,182514,152680,
CV53,c182,175142,146040,
CV53,c183,175061,145988,
CV53,c184,181313,151685,
CV53,c185,179543,150218,
CV53,c186,181683,152073,
CV53,c187,172876,144573,
CV53,c188,182556,152009,
CV53,c189,183536,152863,
CV53,c190,184090,153337,
CV53,c191,184334,153518,
CV53,c192,172616,144317,
CV53,c193,172444,144209,
CV53,c194,172703,144438,
CV53,c195,182507,152816,
CV53,c196,182437,152756,
CV53,c197,183632,153758,
CV53,c198,171891,143739,
CV53,c199,171458,143989,
CV53,c200,183491,153613,
CV53,c201,186562,155383,
CV53,c202,172112,143771,
CV53,c203,171074,143571,
CV53,c204,170681,143020,
CV53,c205,171931,143736,
CV53,c206,170313,142488,
CV53,c207,171919,143779,
CV53,c208,170204,142458,
CV53,c209,172333,144096,
CV53,c210,170472,143144,
CV53,c211,185521,154496,
CV53,c212,185568,154534,
CV53,c213,169484,142008,
CV53,c214,185872,154819,
CV53,c215,184227,154282,
CV53,c216,183968,153916,
CV53,c217,169141,141485,
CV53,c218,172118,143870,
CV53,c219,171897,143711,
CV53,c220,172118,143870,
CV53,c221,171644,143504,
CV53,c222,184351,153499,
CV53,c223,171243,143184,
CV53,c224,186042,155799,
CV53,c225,171495,143413,
CV53,c226,171802,143681,
CV53,c227,171038,143034,
CV53,c228,171322,143280,
CV53,c229,183935,153775,
CV53,c230,171582,143476,
CV53,c231,168559,140931,
CV53,c232,171549,143441,
CV53,c233,184314,154131,
CV53,c234,171656,143512,
CV53,c235,169111,141508,
CV53,c236,171619,143485,
CV53,c237,182907,152385,
CV53,c238,171487,143383,
CV53,c239,183824,153165,
CV53,c240,178677,149405,
CV53,c241,183745,153108,
CV53,c242,171287,143210,
CV53,c243,171006,142975,
CV53,c244,178677,149405,
CV53,c245,170989,142957,
CV53,c246,166176,138857,
CV53,c247,181193,150846,
CV53,c248,171062,143015,
CV53,c249,171027,142997,
CV53,c250,171031,143000,
CV53,c251,182484,151833,
CV53,c252,182138,151613,
CV53,c253,170748,142759,
CV53,c254,170722,142757,
CV53,c255,183350,153314,
CV53,c256,160770,134425,
CV53,c257,160361,134117,
CV53,c258,183157,153136,
CV53,c259,159651,133511,
CV53,c260,170323,142384,
CV53,c261,170163,142252,
CV53,c262,182147,152277,
CV53,c263,170561,142628,
CV53,c264,183059,152854,
CV53,c265,170364,142418,
CV53,c266,170762,142795,
CV53,c267,170512,142584,
CV53,c268,171199,143151,
CV53,c269,182652,152491,
CV53,c270,170573,142626,
CV53,c271,170692,142704,
CV53,c272,181354,151546,
CV53,c273,170949,142922,
CV53,c274,171387,143247,
CV53,c275,181354,151546,
CV53,c276,170738,142733,
CV53,c277,170727,142690,
CV53,c278,171254,143065,
CV53,c279,182544,152380,
CV53,c280,170576,142576,
CV53,c281,173377,144852,
CV53,c282,181886,151800,
CV53,c283,172705,144290,
CV53,c284,171779,143547,
CV53,c285,170998,142901,
CV53,c286,171296,143146,
CV53,c287,170263,142339,
CV53,c288,171779,143547,
CV53,c289,170700,142657,
CV53,c290,181842,151795,
CV53,c291,171140,143022,
CV53,c292,170845,142750,
CV53,c293,181813,151703,
CV53,c294,170787,142683,
CV53,c295,171722,143493,
CV53,c296,181205,151433,
CV53,c297,171995,143723,
CV53,c298,170338,142426,
CV53,c299,179779,150244,
CV53,c300,171761,143563,
CV53,c301,362764,300657,
CV53,c302,363168,300920,
CV53,c303,363028,300834,
CV53,c304,363715,301344,
CV53,c305,362406,300192,
CV53,c306,363498,301222,
CV53,c307,362255,299986,
CV53,c308,363669,301348,
CV53,c309,364335,301697,
CV53,c310,365027,302215,
CV53,c311,367454,304336,
CV53,c312,364777,302013,
CV53,c313,365073,302305,
CV53,c314,365622,302706,
CV53,c315,364684,301986,
CV53,c316,365268,302477,
CV53,c317,365132,302362,
CV53,c318,365420,302598,
CV53,c319,362090,299892,
CV53,c320,318241,263513,
CV53,c321,316974,262754,
CV53,c322,317529,263172,
CV53,c323,317782,263425,
CV53,c324,317787,263465,
CV53,c325,317784,263154,
CV53,c326,316492,261969,
CV53,c327,180126,150514,
CV53,c328,180179,150573,
CV53,c329,172860,144543,
CV53,c330,173599,145163,
CV53,c331,174136,145621,
CV53,c332,174118,145609,
CV53,c333,175422,146635,
CV53,c334,174793,146192,
CV53,c335,175198,146537,
CV53,c336,174522,145957,
CV53,c337,178451,149118,
CV53,c338,169494,141710,
CV53,c339,175470,146684,
CV53,c340,179553,150025,
CV53,c341,174866,146163,
CV53,c342,174635,145975,
CV53,c343,174872,146147,
CV53,c344,169070,141362,
CV53,c345,168716,141078,
CV53,c346,179779,150244,
CV53,c347,168502,140873,
CV53,c348,181182,151271,
CV53,c349,173995,145332,
CV53,c350,171879,143697,
CV53,c351,174286,145536,
CV53,c352,174317,145544,
CV53,c353,174726,146018,
CV53,c354,168462,140802,
CV53,c355,176709,147532,
CV53,c356,176709,147532,
CV53,c357,176969,147991,
CV53,c358,170107,142164,
CV53,c359,177667,148424,
CV53,c360,178106,148714,
CV53,c361,176709,147532,
CV53,c362,180242,150525,
CV53,c363,169886,141995,
CV53,c364,180739,150885,
CV53,c365,170107,142164,
CV53,c366,226146,192024,
CV53,c367,229378,194753,
CV53,c368,229561,194875,
CV53,c369,172451,144169,
CV53,c370,179260,149805,
CV53,c371,229442,194774,
CV53,c372,229224,194604,
CV53,c373,229442,194774,
CV53,c374,229685,194992,
CV53,c375,229883,195160,
CV53,c376,237165,195034,
CV53,c377,236579,194532,
CV53,c378,228043,193615,
CV53,c379,228006,193594,
CV53,c380,228122,193698,
CV53,c381,229037,194460,
CV53,c382,229037,194460,
CV53,c383,229042,194483,
CV53,c384,229049,194485,
CV53,c385,229037,194460,
CV53,c386,228592,194111,
CV53,c387,228592,194111,
CV53,c388,228928,194364,
CV53,c389,228533,194027,
CV53,c390,228892,194351,
CV53,c391,228892,194351,
CV53,c392,227861,193485,
CV53,c393,228126,193709,
CV53,c394,228234,194034,
CV53,c395,228361,194221,
CV53,c396,228055,193893,
CV53,c397,225713,191825,
CV53,c398,225520,191545,
CV53,c399,225772,191726,
CV53,c400,223784,190238,
CV53,c401,223668,190110,
CV53,c402,223200,189674,
CV53,c403,224663,190972,
CV53,c404,224463,190705,
CV53,c405,223043,189537,
CV53,c406,222637,189238,
CV53,c407,222713,189363,
CV53,c408,222713,189363,
CV53,c409,221549,188354,
CV53,c410,224071,190390,
CV53,c411,224071,190390,
CV53,c412,225031,191219,
CV53,c413,225888,192193,
CV53,c414,226499,192623,
CV53,c415,228730,194228,
CV53,c416,229099,194550,
CV53,c417,180739,150885,
CV53,c418,169823,141923,
CV53,c419,170044,142100,
CV53,c420,170044,142100,
CV53,c421,178896,149610,
CV53,c422,169130,141374,
CV53,c423,178320,149077,
CV53,c424,167906,140346,
CV53,c425,168298,140681,
CV53,c426,179159,149822,
CV53,c427,178791,149309,
CV53,c428,167768,140254,
CV53,c429,166981,139576,
CV53,c430,178011,148657,
CV53,c431,167344,139905,
CV53,c432,179534,149913,
CV53,c433,179826,150104,
CV53,c434,167013,139658,
CV53,c435,167642,140223,
CV53,c436,179715,150026,
CV53,c437,178611,149107,
CV53,c438,177492,148401,
CV53,c439,177492,148401,
CV53,c440,168889,141417,
CV53,c441,178031,148844,
CV53,c442,177873,148714,
CV53,c443,176638,147494,
CV53,c444,176633,147508,
CV53,c445,176266,147206,
CV53,c446,166796,139388,
CV53,c447,172787,144489,
CV53,c448,149166,127564,
CV53,c449,181846,153344,
CV53,c450,234280,193542,
CV53,c451,235056,194184,
CV53,c452,235521,194576,
CV53,c453,233458,192873,
CV53,c454,236685,195497,
CV53,c455,233458,192873,
CV53,c456,267201,221330,
CV53,c457,265682,219880,
CV53,c458,267515,221450,
CV53,c459,266569,220653,
CV53,c460,266812,220829,
CV53,c461,267279,221214,
CV53,c462,290253,239911,
CV53,c463,289014,240040,
CV53,c464,288441,239562,
CV53,c465,289079,240232,
CV53,c466,289590,240617,
CV53,c467,181362,149836,
CV53,c468,180786,149343,
CV53,c469,180205,148864,
CV53,c470,180602,149214,
CV53,c471,179728,148503,
CV53,c472,180494,149093,
CV53,c473,181022,149544,
CV53,c474,180856,149411,
CV53,c475,181456,149907,
CV53,c476,181487,149935,
CV53,c477,182560,150755,
CV53,c478,182008,150334,
CV53,c479,182568,150815,
CV53,c480,179306,148221,
CV53,c481,182268,150651,
CV53,c482,4043157,3283648,
CV53,c483,179826,148585,
CV53,c484,2192169,1790798,
CV53,c485,170035,140841,
CV53,c486,169959,140784,
CV53,c487,169695,140459,
CV53,c488,169785,140534,
CV53,c489,169118,139988,
CV53,c490,170232,140868,
CV53,c491,169334,140240,
CV53,c492,168820,139725,
CV53,c493,168365,139445,
CV53,c494,168665,139652,
CV53,c495,169365,140288,
CV53,c496,169712,140647,
CV53,c497,169678,140551,
CV53,c498,169851,140692,
CV53,c499,169782,140654,
CV53,c500,169536,140432,
CV53,c501,169334,140240,
CV53,c502,168665,139652,
CV53,c503,169840,141953,
CV53,c504,169066,142754,
CV53,c505,169466,143008,
CV53,c506,169091,142698,
CV53,c507,168713,142306,
CV53,c508,168913,142496,
CV53,c509,168287,142000,
CV53,c510,168287,142000,
CV53,c511,104026,86953,
CV53,c512,104305,87132,
CV53,c513,105273,87870,
CV53,c514,104565,87332,
CV53,c515,103716,86581,
CV53,c516,105375,87954,
CV53,c517,104650,87312,
CV53,c518,103669,86572,
CV53,c519,103716,86581,
CV53,c520,128376,106203,
CV53,c521,127105,105155,
CV53,c522,126241,104466,
CV53,c523,125953,104214,
CV53,c524,125913,104198,
